t_recv,t_capture_sec,t_capture_nanosec,latency_ms,x,y,z,qx,qy,qz,qw
1762455943.2973342,1762455902,589676271,40707.658,0.9578999280929565,-1.5690699815750122,0.07300489395856857,-0.03155943751335144,0.006784894037991762,0.7145565748214722,0.6988325119018555
1762455943.3895802,1762455902,684826911,40704.753,0.957918107509613,-1.56907057762146,0.07306606322526932,-0.04046821594238281,0.0016008265083655715,0.7138094305992126,0.6991680264472961
1762455943.400245,1762455902,700896272,40699.349,0.9578858017921448,-1.5691041946411133,0.07310868799686432,-0.035094622522592545,0.00414249487221241,0.7146451473236084,0.6985940337181091
1762455943.4241257,1762455902,716413747,40707.712,0.9578750729560852,-1.5690778493881226,0.07309029251337051,-0.03613180294632912,0.003542425110936165,0.7144853472709656,0.6987078189849854
1762455943.518476,1762455902,780188612,40738.287,0.9579024910926819,-1.5690826177597046,0.0730784609913826,-0.0361497662961483,0.0037771768402308226,0.7143521308898926,0.6988418698310852
1762455943.5194018,1762455902,810828051,40708.574,0.9579176902770996,-1.569082498550415,0.07305440306663513,-0.04086267575621605,0.0014151129871606827,0.7137332558631897,0.6992231607437134
1762455943.525905,1762455902,826312561,40699.592,0.9578607678413391,-1.569084882736206,0.07314100116491318,-0.03531262278556824,0.005475321318954229,0.7139264941215515,0.6993082165718079
1762455943.6024032,1762455902,903264730,40699.138,0.9543620347976685,-1.5684610605239868,0.07341048121452332,-0.05587092041969299,0.003193490207195282,0.6957349181175232,0.716115415096283
1762455943.6182861,1762455902,918494598,40699.791,0.9506913423538208,-1.5677059888839722,0.07318052649497986,-0.04500073567032814,0.008410220965743065,0.6903303861618042,0.7220445275306702
1762455943.6355107,1762455902,934774880,40700.736,0.945315420627594,-1.5665842294692993,0.07294361293315887,-0.0464232936501503,0.008555339649319649,0.6799876093864441,0.7317025661468506
1762455943.7097762,1762455903,10482057,40699.294,0.905485987663269,-1.5563955307006836,0.07261329889297485,-0.036257341504096985,0.014365279115736485,0.6266902089118958,0.7782920002937317
1762455943.7255409,1762455903,26484371,40699.056,0.8941459059715271,-1.5526845455169678,0.07321596890687943,-0.021381214261054993,0.015335598960518837,0.6195937395095825,0.7844815850257874
1762455943.7912796,1762455903,57317968,40733.962,0.8714539408683777,-1.544032096862793,0.0725068598985672,-0.021171554923057556,0.016338933259248734,0.6049914360046387,0.7957828044891357
1762455943.7928212,1762455903,72581151,40720.240,0.8602598905563354,-1.5394368171691895,0.0724337249994278,-0.028791749849915504,0.011100980453193188,0.5992456674575806,0.7999703288078308
1762455943.8026943,1762455903,103456304,40699.238,0.84316086769104,-1.5321518182754517,0.07184851914644241,-0.03204359859228134,0.009321443736553192,0.5979577898979187,0.8008326292037964
1762455943.9757452,1762455903,134337952,40841.407,0.8206135630607605,-1.5223735570907593,0.07116156071424484,-0.05882835388183594,-0.00783480517566204,0.5922930836677551,0.8035339713096619
