t_recv,t_capture_sec,t_capture_nanosec,latency_ms,x,y,z,qx,qy,qz,qw
1762455943.2923765,1762455902,585024003,40707.352,-0.05352534353733063,0.0319686233997345,0.05896806716918945,-0.06980497390031815,-0.013497315347194672,0.7829605937004089,0.6179951429367065
1762455943.3038237,1762455902,600754005,40703.070,-0.05352534353733063,0.0319686233997345,0.05896806716918945,-0.06980497390031815,-0.013497315347194672,0.7829605937004089,0.6179951429367065
1762455943.3174787,1762455902,616290338,40701.188,-0.05352534353733063,0.0319686233997345,0.05896806716918945,-0.06980497390031815,-0.013497315347194672,0.7829605937004089,0.6179951429367065
1762455943.3322618,1762455902,631520695,40700.741,-0.05352534353733063,0.0319686233997345,0.05896806716918945,-0.06980497390031815,-0.013497315347194672,0.7829605937004089,0.6179951429367065
1762455943.362843,1762455902,663589017,40699.254,-0.05352534353733063,0.0319686233997345,0.05896806716918945,-0.06980497390031815,-0.013497315347194672,0.7829605937004089,0.6179951429367065
1762455943.3947017,1762455902,696082671,40698.619,-0.05352534353733063,0.0319686233997345,0.05896806716918945,-0.06980497390031815,-0.013497315347194672,0.7829605937004089,0.6179951429367065
1762455943.4135315,1762455902,712831239,40700.700,-0.05352534353733063,0.0319686233997345,0.05896806716918945,-0.06980497390031815,-0.013497315347194672,0.7829605937004089,0.6179951429367065
1762455943.428419,1762455902,728676479,40699.743,-0.05352534353733063,0.0319686233997345,0.05896806716918945,-0.06980497390031815,-0.013497315347194672,0.7829605937004089,0.6179951429367065
1762455943.445615,1762455902,743783008,40701.832,-0.05352534353733063,0.0319686233997345,0.05896806716918945,-0.06980497390031815,-0.013497315347194672,0.7829605937004089,0.6179951429367065
1762455943.4583752,1762455902,759439886,40698.935,-0.05352534353733063,0.0319686233997345,0.05896806716918945,-0.06980497390031815,-0.013497315347194672,0.7829605937004089,0.6179951429367065
1762455943.518159,1762455902,776365920,40741.793,-0.05352534353733063,0.0319686233997345,0.05896806716918945,-0.06980497390031815,-0.013497315347194672,0.7829605937004089,0.6179951429367065
1762455943.5191667,1762455902,806788781,40712.378,-0.05352534353733063,0.0319686233997345,0.05896806716918945,-0.06980497390031815,-0.013497315347194672,0.7829605937004089,0.6179951429367065
1762455943.5521896,1762455902,853476768,40698.713,-0.05352534353733063,0.0319686233997345,0.05896806716918945,-0.06980497390031815,-0.013497315347194672,0.7829605937004089,0.6179951429367065
1762455943.5676448,1762455902,868965678,40698.679,-0.05352534353733063,0.0319686233997345,0.05896806716918945,-0.06980497390031815,-0.013497315347194672,0.7829605937004089,0.6179951429367065
1762455943.5848794,1762455902,883002727,40701.877,-0.05352534353733063,0.0319686233997345,0.05896806716918945,-0.06980497390031815,-0.013497315347194672,0.7829605937004089,0.6179951429367065
1762455943.614288,1762455902,914434655,40699.853,-0.05352534353733063,0.0319686233997345,0.05896806716918945,-0.06980497390031815,-0.013497315347194672,0.7829605937004089,0.6179951429367065
