t_recv,t_capture_sec,t_capture_nanosec,latency_ms,x,y,z,qx,qy,qz,qw
1762455943.2971718,1762455902,587693058,40709.479,0.4351963996887207,1.2322301864624023,0.05469958856701851,0.015751997008919716,0.010953487828373909,-0.9750750660896301,0.2210441529750824
1762455943.3040254,1762455902,604276450,40699.749,0.4352106750011444,1.2322437763214111,0.05469537526369095,0.015769703313708305,0.011076001450419426,-0.9750138521194458,0.22130665183067322
1762455943.3324077,1762455902,619979214,40712.429,0.4352051615715027,1.2322423458099365,0.05469419062137604,0.01556985080242157,0.011065376922488213,-0.9750735759735107,0.22105856239795685
1762455943.337425,1762455902,635643496,40701.782,0.4351820647716522,1.2322334051132202,0.054687339812517166,0.015552335418760777,0.011092545464634895,-0.9750389456748962,0.22121098637580872
1762455943.3518562,1762455902,651082609,40700.774,0.43519127368927,1.2322402000427246,0.054707903414964676,0.01582433469593525,0.01077236421406269,-0.9751057028770447,0.22091275453567505
1762455943.382861,1762455902,682978422,40699.883,0.43518897891044617,1.2322256565093994,0.05471044406294823,0.01593567244708538,0.011105314828455448,-0.9750698804855347,0.22104616463184357
1762455943.3985949,1762455902,698835745,40699.759,0.43519970774650574,1.2322314977645874,0.054708875715732574,0.015839839354157448,0.010777091607451439,-0.9751060009002686,0.22091007232666016
1762455943.5183516,1762455902,778141006,40740.211,0.43519046902656555,1.232246994972229,0.05469900369644165,0.01580636389553547,0.010877501219511032,-0.9750920534133911,0.2209692746400833
1762455943.5698614,1762455902,871027602,40698.834,0.437122642993927,1.228727102279663,0.05487111583352089,0.015858374536037445,0.009566014632582664,-0.9774089455604553,0.21054400503635406
1762455943.652655,1762455902,947436545,40705.218,0.4514070749282837,1.1991873979568481,0.055111829191446304,0.015330254100263119,0.006502776872366667,-0.9866377115249634,0.16207629442214966
1762455943.7242239,1762455903,24521202,40699.703,0.46940967440605164,1.146918773651123,0.055121202021837234,0.018626732751727104,0.013368017971515656,-0.9939059019088745,0.10782194882631302
1762455943.7902713,1762455903,55674603,40734.597,0.4756423234939575,1.1226030588150024,0.05533219873905182,0.01687486283481121,0.0162470955401659,-0.9950047135353088,0.09704053401947021
1762455943.7926967,1762455903,71145494,40721.551,0.478666752576828,1.110388159751892,0.05544964224100113,0.013607694767415524,0.028824642300605774,-0.9951626658439636,0.09292576462030411
1762455943.9960792,1762455903,240116480,40755.963,0.49799665808677673,1.0098333358764648,0.05554646626114845,0.017075587064027786,0.0404801219701767,-0.9983065128326416,0.03813024237751961
