t_recv,t_capture_sec,t_capture_nanosec,latency_ms,x,y,z,qx,qy,qz,qw
1762455943.2992632,1762455902,597617992,40701.645,-1.1388438940048218,0.978488564491272,0.0413711853325367,-0.024252895265817642,0.006514431908726692,0.6670215725898743,-0.7446151375770569
1762455943.3128715,1762455902,613425588,40699.446,-1.1388438940048218,0.978488564491272,0.0413711853325367,-0.024252895265817642,0.006514431908726692,0.6670215725898743,-0.7446151375770569
1762455943.3325222,1762455902,628959476,40703.563,-1.1388438940048218,0.978488564491272,0.0413711853325367,-0.024252895265817642,0.006514431908726692,0.6670215725898743,-0.7446151375770569
1762455943.3487473,1762455902,645013052,40703.734,-1.1388438940048218,0.978488564491272,0.0413711853325367,-0.024252895265817642,0.006514431908726692,0.6670215725898743,-0.7446151375770569
1762455943.360499,1762455902,660037448,40700.461,-1.1388438940048218,0.978488564491272,0.0413711853325367,-0.024252895265817642,0.006514431908726692,0.6670215725898743,-0.7446151375770569
1762455943.37882,1762455902,677465920,40701.354,-1.1388438940048218,0.978488564491272,0.0413711853325367,-0.024252895265817642,0.006514431908726692,0.6670215725898743,-0.7446151375770569
1762455943.3920798,1762455902,692335338,40699.744,-1.1388438940048218,0.978488564491272,0.0413711853325367,-0.024252895265817642,0.006514431908726692,0.6670215725898743,-0.7446151375770569
1762455943.409514,1762455902,708583702,40700.930,-1.1388438940048218,0.978488564491272,0.0413711853325367,-0.024252895265817642,0.006514431908726692,0.6670215725898743,-0.7446151375770569
1762455943.4254048,1762455902,725249437,40700.155,-1.1388438940048218,0.978488564491272,0.0413711853325367,-0.024252895265817642,0.006514431908726692,0.6670215725898743,-0.7446151375770569
1762455943.4457507,1762455902,739614321,40706.136,-1.1388438940048218,0.978488564491272,0.0413711853325367,-0.024252895265817642,0.006514431908726692,0.6670215725898743,-0.7446151375770569
1762455943.455884,1762455902,756408355,40699.476,-1.1388438940048218,0.978488564491272,0.0413711853325367,-0.024252895265817642,0.006514431908726692,0.6670215725898743,-0.7446151375770569
1762455943.518564,1762455902,788312131,40730.252,-1.1388438940048218,0.978488564491272,0.0413711853325367,-0.024252895265817642,0.006514431908726692,0.6670215725898743,-0.7446151375770569
1762455943.5194619,1762455902,804743828,40714.718,-1.1388438940048218,0.978488564491272,0.0413711853325367,-0.024252895265817642,0.006514431908726692,0.6670215725898743,-0.7446151375770569
1762455943.524177,1762455902,820089843,40704.087,-1.1388438940048218,0.978488564491272,0.0413711853325367,-0.024252895265817642,0.006514431908726692,0.6670215725898743,-0.7446151375770569
1762455943.5345836,1762455902,836030416,40698.553,-1.1388438940048218,0.978488564491272,0.0413711853325367,-0.024252895265817642,0.006514431908726692,0.6670215725898743,-0.7446151375770569
1762455943.5493731,1762455902,850131859,40699.241,-1.1388438940048218,0.978488564491272,0.0413711853325367,-0.024252895265817642,0.006514431908726692,0.6670215725898743,-0.7446151375770569
1762455943.5645864,1762455902,865663163,40698.923,-1.1388438940048218,0.978488564491272,0.0413711853325367,-0.024252895265817642,0.006514431908726692,0.6670215725898743,-0.7446151375770569
1762455943.5841682,1762455902,880236593,40703.932,-1.1388438940048218,0.978488564491272,0.0413711853325367,-0.024252895265817642,0.006514431908726692,0.6670215725898743,-0.7446151375770569
1762455943.598678,1762455902,896987395,40701.691,-1.1388438940048218,0.978488564491272,0.0413711853325367,-0.024252895265817642,0.006514431908726692,0.6670215725898743,-0.7446151375770569
1762455943.6103203,1762455902,911729073,40698.591,-1.1388438940048218,0.978488564491272,0.0413711853325367,-0.024252895265817642,0.006514431908726692,0.6670215725898743,-0.7446151375770569
1762455943.6261163,1762455902,927253253,40698.863,-1.1388438940048218,0.978488564491272,0.0413711853325367,-0.024252895265817642,0.006514431908726692,0.6670215725898743,-0.7446151375770569
1762455943.641132,1762455902,941977611,40699.155,-1.1388438940048218,0.978488564491272,0.0413711853325367,-0.024252895265817642,0.006514431908726692,0.6670215725898743,-0.7446151375770569
1762455943.6612825,1762455902,958038800,40703.244,-1.1388438940048218,0.978488564491272,0.0413711853325367,-0.024252895265817642,0.006514431908726692,0.6670215725898743,-0.7446151375770569
1762455943.673449,1762455902,973635824,40699.813,-1.1388438940048218,0.978488564491272,0.0413711853325367,-0.024252895265817642,0.006514431908726692,0.6670215725898743,-0.7446151375770569
1762455943.6923125,1762455902,989130531,40703.182,-1.1388438940048218,0.978488564491272,0.0413711853325367,-0.024252895265817642,0.006514431908726692,0.6670215725898743,-0.7446151375770569
1762455943.704048,1762455903,4666584,40699.381,-1.1388438940048218,0.978488564491272,0.0413711853325367,-0.024252895265817642,0.006514431908726692,0.6670215725898743,-0.7446151375770569
1762455943.7191722,1762455903,20253690,40698.919,-1.1388438940048218,0.978488564491272,0.0413711853325367,-0.024252895265817642,0.006514431908726692,0.6670215725898743,-0.7446151375770569
